Sede;Nit;"Razón Social";Radicado;Factura;"Fecha Radicación";"Valor Factura";"Total Glosado";"Total a Favor";"Total en Contra";"Pendiente por Resolver"
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000273673";11/07/2011;593910,00;34510,00;10008,00;24502,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000272311";11/07/2011;2513826,00;71270,00;20668,00;50602,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000270799";11/07/2011;826316,00;185216,00;53713,00;131503,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000272452";11/07/2011;654230,00;142530,00;28390,00;114140,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000272505";11/07/2011;664320,00;460780,00;133626,00;327154,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000270383";11/07/2011;274130,00;5200,00;5200,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000273974";11/07/2011;833455,00;103810,00;30105,00;73705,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000271892";11/07/2011;520390,00;29390,00;8523,00;20867,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000273542";11/07/2011;365760,00;10660,00;3091,00;7569,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000270358";11/07/2011;1066836,00;16260,00;4715,00;11545,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000273420";11/07/2011;1843946,00;19340,00;5609,00;13731,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000272508";11/07/2011;814116,00;186416,00;54061,00;132355,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000273101";11/07/2011;798186,00;109485,00;31751,00;77734,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000270813";11/07/2011;973846,00;448946,00;130194,00;318752,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000272458";11/07/2011;460366,00;36440,00;10568,00;25872,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000269835";11/07/2011;55000,00;18110,00;5252,00;12858,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000271347";11/07/2011;1009000,00;9150,00;2654,00;6496,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000271447";11/07/2011;419486,00;191950,00;55665,00;136285,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000271344";11/07/2011;1332876,00;134210,00;38921,00;95289,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000270917";11/07/2011;1627296,00;5000,00;5000,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000272830";11/07/2011;618746,00;6090,00;1766,00;4324,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000271539";11/07/2011;606426,00;5840,00;5840,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000269860";11/07/2011;55000,00;18110,00;18110,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000271349";11/07/2011;1201960,00;25130,00;7288,00;17842,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000272013";11/07/2011;861126,00;169706,00;49215,00;120491,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000270060";11/07/2011;1107840,00;300234,00;87068,00;213166,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000270228";11/07/2011;793740,00;137440,00;39858,00;97582,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000270381";11/07/2011;850046,00;374610,00;108637,00;265973,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000272804";11/07/2011;905470,00;378200,00;109678,00;268522,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000272323";11/07/2011;7589660,00;195200,00;57290,00;137910,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000273313";11/07/2011;940560,00;318860,00;92469,00;226391,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000270583";11/07/2011;1315166,00;172630,00;50063,00;122567,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000274711";11/07/2011;1272736,00;17600,00;5104,00;12496,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000270295";11/07/2011;1585626,00;52660,00;15271,00;37389,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000270793";11/07/2011;610970,00;133670,00;38764,00;94906,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000270818";11/07/2011;1143446,00;523540,00;151827,00;371713,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000272009";11/07/2011;957960,00;1230,00;1230,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000269899";11/07/2011;927076,00;43215,00;27733,00;15482,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000270031";11/07/2011;1515506,00;448340,00;144449,00;303891,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000272513";11/07/2011;1398160,00;512460,00;148613,00;363847,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000269866";11/07/2011;55000,00;18110,00;18110,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000273613";11/07/2011;797660,00;126460,00;36673,00;89787,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000272282";11/07/2011;575760,00;204200,00;59218,00;144982,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16384;"F1 0000272436";11/07/2011;422930,00;20630,00;5983,00;14647,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16480;"F1 0000271621";18/07/2011;30900,00;30900,00;8961,00;21939,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16480;"F1 0000274367";18/07/2011;30900,00;30900,00;8961,00;21939,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16480;"F1 0000271801";18/07/2011;30900,00;30900,00;8961,00;21939,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16480;"F1 0000271794";18/07/2011;30900,00;30900,00;8961,00;21939,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16480;"F1 0000269657";18/07/2011;30900,00;30900,00;8961,00;21939,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16480;"F1 0000270699";18/07/2011;30900,00;30900,00;8961,00;21939,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16480;"F1 0000269649";18/07/2011;30900,00;30900,00;8961,00;21939,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16480;"F1 0000269653";18/07/2011;30900,00;30900,00;8961,00;21939,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16480;"F1 0000270696";18/07/2011;30900,00;30900,00;8961,00;21939,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16480;"F1 0000270701";18/07/2011;30900,00;30900,00;8961,00;21939,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16480;"F1 0000271772";18/07/2011;30900,00;30900,00;8961,00;21939,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16480;"F1 0000271622";18/07/2011;30900,00;30900,00;8961,00;21939,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16480;"F1 0000270700";18/07/2011;30900,00;30900,00;8961,00;21939,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16480;"F1 0000269655";18/07/2011;30900,00;30900,00;8961,00;21939,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16480;"F1 0000271884";18/07/2011;30900,00;30900,00;8961,00;21939,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16481;"F1 0000274900";18/07/2011;26300,00;26300,00;7627,00;18673,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274844";18/07/2011;77460,00;560,00;560,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275151";18/07/2011;39460,00;820,00;820,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270396";18/07/2011;51680,00;11465,00;11465,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000272589";18/07/2011;40360,00;410,00;410,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273805";18/07/2011;188166,00;2130,00;2130,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000271871";18/07/2011;288280,00;254100,00;73689,00;180411,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000271921";18/07/2011;123460,00;1349,00;1349,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275314";18/07/2011;32430,00;680,00;680,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275321";18/07/2011;34090,00;270,00;270,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275712";18/07/2011;184820,00;1500,00;1500,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273638";18/07/2011;43690,00;680,00;680,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270499";18/07/2011;123990,00;50400,00;14907,00;35493,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275706";18/07/2011;64290,00;1349,00;1349,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270404";18/07/2011;66820,00;2029,00;2029,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275367";18/07/2011;53080,00;410,00;410,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000269748";18/07/2011;144550,00;3625,00;3625,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274826";18/07/2011;61110,00;12600,00;3654,00;8946,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273681";18/07/2011;1633882,00;29285,00;14560,00;14725,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275133";18/07/2011;66290,00;1619,00;1619,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270987";18/07/2011;670690,00;54500,00;18745,00;35755,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274135";18/07/2011;79000,00;8189,00;8189,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275131";18/07/2011;36540,00;1380,00;1380,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270506";18/07/2011;34090,00;270,00;270,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000272332";18/07/2011;114270,00;35410,00;35410,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275135";18/07/2011;2020,00;2020,00;2020,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273607";18/07/2011;165390,00;42035,00;14473,00;27562,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275398";18/07/2011;101600,00;1759,00;1759,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000272208";18/07/2011;34680,00;34680,00;10057,00;24623,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274838";18/07/2011;52580,00;680,00;680,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275416";18/07/2011;31920,00;150,00;150,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274491";18/07/2011;51050,00;1090,00;1090,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000271929";18/07/2011;288640,00;254250,00;73839,00;180411,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273174";18/07/2011;218490,00;36710,00;10937,00;25773,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274145";18/07/2011;67150,00;1619,00;1619,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274856";18/07/2011;36170,00;970,00;970,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275087";18/07/2011;38290,00;410,00;410,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270641";18/07/2011;33920,00;420,00;420,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274453";18/07/2011;124850,00;900,00;900,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270486";18/07/2011;29900,00;29900,00;8671,00;21229,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270400";18/07/2011;33900,00;270,00;270,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273031";18/07/2011;474600,00;820,00;820,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274782";18/07/2011;53840,00;1770,00;1770,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275473";18/07/2011;32710,00;410,00;410,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000272328";18/07/2011;31900,00;270,00;270,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273636";18/07/2011;35680,00;1090,00;1090,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274322";18/07/2011;94440,00;1830,00;1830,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270390";18/07/2011;67850,00;410,00;410,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273495";18/07/2011;1564218,00;872775,00;413284,00;459491,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273685";18/07/2011;130900,00;10039,00;3685,00;6354,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274683";18/07/2011;32430,00;680,00;680,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000271834";18/07/2011;64290,00;1349,00;1349,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274609";18/07/2011;33570,00;410,00;410,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270787";18/07/2011;206296,00;2460,00;2460,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274450";18/07/2011;564532,00;5190,00;5190,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275129";18/07/2011;181270,00;1910,00;1910,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275685";18/07/2011;126800,00;23290,00;23290,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270804";18/07/2011;34510,00;270,00;270,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000271913";18/07/2011;34230,00;410,00;410,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273061";18/07/2011;61970,00;680,00;680,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274416";18/07/2011;77730,00;410,00;410,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275220";18/07/2011;112490,00;560,00;560,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274686";18/07/2011;120600,00;1230,00;1230,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270448";18/07/2011;44670,00;410,00;410,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273772";18/07/2011;1274120,00;611990,00;178251,00;433739,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274635";18/07/2011;34450,00;830,00;830,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273172";18/07/2011;208440,00;62670,00;18366,00;44304,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273358";18/07/2011;128030,00;128030,00;37129,00;90901,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273038";18/07/2011;749550,00;88910,00;27239,00;61671,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274727";18/07/2011;32520,00;410,00;410,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275119";18/07/2011;64210,00;410,00;410,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275090";18/07/2011;37660,00;1090,00;1090,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275130";18/07/2011;46810,00;150,00;150,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270505";18/07/2011;34700,00;820,00;820,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270676";18/07/2011;104790,00;9645,00;9645,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274442";18/07/2011;33190,00;270,00;270,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275118";18/07/2011;160400,00;54570,00;17125,00;37445,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274339";18/07/2011;88760,00;43720,00;13261,00;30459,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274922";18/07/2011;91430,00;410,00;410,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274542";18/07/2011;31920,00;270,00;270,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000271421";18/07/2011;216180,00;118310,00;34601,00;83709,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273485";18/07/2011;35680,00;1090,00;1090,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000271240";18/07/2011;272730,00;211730,00;61402,00;150328,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000269765";18/07/2011;152370,00;53070,00;42952,00;10118,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274589";18/07/2011;123860,00;1349,00;1349,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275542";18/07/2011;521400,00;230210,00;70914,00;159296,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000272983";18/07/2011;304600,00;11400,00;3306,00;8094,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270392";18/07/2011;35150,00;680,00;680,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270507";18/07/2011;252870,00;183570,00;55600,00;127970,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270951";18/07/2011;437166,00;169040,00;51642,00;117398,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275121";18/07/2011;112180,00;43310,00;43310,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275225";18/07/2011;72790,00;820,00;820,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273491";18/07/2011;1067110,00;28440,00;28440,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274855";18/07/2011;185138,00;12630,00;4536,00;8094,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275363";18/07/2011;110450,00;5960,00;5960,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274342";18/07/2011;25730,00;270,00;270,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275386";18/07/2011;31900,00;270,00;270,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000271925";18/07/2011;32430,00;680,00;680,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273344";18/07/2011;359786,00;3280,00;3280,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273496";18/07/2011;35680,00;1090,00;1090,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274448";18/07/2011;728620,00;531490,00;170668,00;360822,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275307";18/07/2011;265650,00;203880,00;80354,00;123526,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274963";18/07/2011;95460,00;1349,00;1349,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273985";18/07/2011;164570,00;69600,00;20184,00;49416,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273784";18/07/2011;108260,00;30800,00;9614,00;21186,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273639";18/07/2011;66240,00;1619,00;1619,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000272956";18/07/2011;247330,00;38410,00;11430,00;26980,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275116";18/07/2011;32520,00;410,00;410,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275676";18/07/2011;115100,00;4445,00;4445,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275699";18/07/2011;40530,00;680,00;680,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274439";18/07/2011;875180,00;531320,00;166501,00;364819,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275134";18/07/2011;49140,00;1240,00;1240,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274544";18/07/2011;37950,00;680,00;680,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274554";18/07/2011;49910,00;270,00;270,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273525";18/07/2011;141100,00;89100,00;25839,00;63261,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273905";18/07/2011;32710,00;32710,00;9486,00;23224,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274836";18/07/2011;81460,00;270,00;270,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274734";18/07/2011;31850,00;270,00;270,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275033";18/07/2011;45120,00;410,00;410,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270411";18/07/2011;84130,00;820,00;820,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000271919";18/07/2011;44830,00;270,00;270,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273637";18/07/2011;33900,00;270,00;270,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274301";18/07/2011;77610,00;6840,00;6840,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000269757";18/07/2011;71990,00;560,00;560,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273002";18/07/2011;371200,00;160033,00;47631,00;112402,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274837";18/07/2011;67770,00;1759,00;1759,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273173";18/07/2011;346310,00;72629,00;44691,00;27938,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000272307";18/07/2011;149740,00;1090,00;1090,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274822";18/07/2011;111560,00;35270,00;35270,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000270412";18/07/2011;121490,00;4619,00;4619,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000272300";18/07/2011;29900,00;29900,00;8671,00;21229,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274692";18/07/2011;31520,00;270,00;270,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274748";18/07/2011;40370,00;1230,00;1230,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000275701";18/07/2011;31940,00;270,00;270,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000272910";18/07/2011;288330,00;254510,00;74099,00;180411,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273468";18/07/2011;270024,00;12630,00;4536,00;8094,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274021";18/07/2011;33900,00;33900,00;9831,00;24069,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000273153";18/07/2011;339500,00;254100,00;73689,00;180411,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";16482;"F1 0000274797";18/07/2011;36640,00;270,00;270,00;0,00;0,00
